118,"nn","nno","Norwegian Nynorsk","Norsk nynorsk",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
119,"no","nor","Norwegian","Norsk",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
120,"nr","nbl","Southern Ndebele","isiNdebele",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
121,"nv","nav","Navajo","Navaho",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
122,"ny","nya","Chichewa","Chewa",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
123,"oc","oci","Occitan","Occitan",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
124,"oj","oji","Anishinaabe","ᐊᓂᔑᓈᐯᒧᐎᓐ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
125,"om","orm","Oromo","Afaan Oromoo",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
126,"or","ori","Oriya","ଓଡ଼ିଆ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
127,"os","oss","Ossetic","Ossetian",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
128,"pa","pan","Punjabi","Panjabi",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
129,"pi","pli","Pali","Pāli",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
130,"pl","pol","Polish","polski",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
131,"ps","pus","Pashto","Pushto",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
132,"pt","por","Portuguese","Português",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
133,"qu","que","Quechua","Runa Simi",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
134,"rm","roh","Romansh","rumantsch grischun",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
135,"rn","run","Kirundi","kiRundi",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
136,"ro","ron","Romanian","Moldavian",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
137,"ru","rus","Russian","Русский язык",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
138,"rw","kin","Kinyarwanda","Ikinyarwanda",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
139,"sa","san","Sanskrit","संस्कृतम्",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
140,"sc","srd","Sardinian","sardu",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
141,"sd","snd","Sindhi","सिन्धी",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
142,"se","sme","Northern Sami","Davvisámegiella",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
143,"sg","sag","Sango","yângâ tî sängö",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
144,"si","sin","Sinhala","Sinhalese",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
145,"sk","slk","Slovak","slovenčina",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
146,"sl","slv","Slovene","slovenščina",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
147,"sm","smo","Samoan","gagana fa'a Samoa",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
148,"sn","sna","Shona","chiShona",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
149,"so","som","Somali","Soomaaliga",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
150,"sq","sqi","Albanian","Shqip",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
151,"sr","srp","Serbian","српски језик",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
152,"ss","ssw","Swati","SiSwati",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
153,"st","sot","Sotho","Sesotho",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
154,"su","sun","Sundanese","Basa Sunda",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
155,"sv","swe","Swedish","svenska",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
156,"sw","swa","Swahili","Kiswahili",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
157,"ta","tam","Tamil","தமிழ்",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
158,"te","tel","Telugu","తెలుగు",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
159,"tg","tgk","Tajik","тоҷикӣ (tojikī)",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
160,"th","tha","Thai","ไทย",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
161,"ti","tir","Tigrinya","ትግርኛ",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
162,"tk","tuk","Turkmen","Türkmen",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
163,"tl","tgl","Tagalog","Wikang Tagalog",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
164,"tn","tsn","Tswana","Setswana",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
165,"to","ton","Tongan","faka Tonga",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
166,"tr","tur","Turkish","Türkçe",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
167,"ts","tso","Tsonga","Xitsonga",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
168,"tt","tat","Tatar","татарча (tatarça)",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
169,"tw","twi","Twi","Twi",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
170,"ty","tah","Tahitian","Reo Mā`ohi",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
171,"ug","uig","Uyghur","Uyghur",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
172,"uk","ukr","Ukrainian","українська",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
173,"ur","urd","Urdu","اردو",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
174,"uz","uzb","Uzbek","O'zbek",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
175,"ve","ven","Venda","Tshivenḓa",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
176,"vi","vie","Vietnamese","Tiếng Việt",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
177,"vo","vol","Volapük","Volapük",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
178,"wa","wln","Walloon","Walon",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
179,"wo","wol","Wolof","Wollof",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
180,"xh","xho","Xhosa","isiXhosa",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
181,"yi","yid","Yiddish","ייִדיש",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
182,"yo","yor","Yoruba","Yorùbá",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
183,"za","zha","Zhuang","Chuang",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
184,"zh","zho","Chinese","中文",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
185,"zu","zul","Zulu","isiZulu",0,NULL,"0000-00-00 00:00:00","0000-00-00 00:00:00"
